profile_id,job_title,country,start_date,end_date,company,position_in_career
102,Low Code Developer,romania,2022-07,2025-11,Codeless Technology B.V.,1
103,Full Stack & AI/ML Developer,romania,2025-11,,Strongbytes,3
103,QA Automation Tester,romania,2025-10,2025-10,Endava,2
103,Marketing Manager,romania,2022-12,2025-08,Royal Potatoes,1
104,Low Code Developer,romania,2024-01,2025-11,Codeless Technology B.V.,4
104,Internship Trainee,romania,2023-07,2024-01,Codeless Technology B.V.,3
104,Volunteer,romania,2021-10,2023-07,Liga Studenților Economiști Iași,2
104,Crew,romania,2018-07,2018-09,McDonald's,1
105,Low-Code Developer,romania,2025-08,,Deloitte,3
105,Developer Trainee,romania,2025-07,2025-08,Creatio Lab,2
105,Cashback Analyst,romania,2024-07,2025-01,Samsung Electronics,1
106,Application Developer,romania,2024-05,,Centric IT Solutions Romania,5
106,Low Code Developer Intern,romania,2024-07,2025-04,Centric IT Solutions Romania,4
106,Coordinator of Volunteers,romania,2024-02,2024-02,Classix Festival,3
106,Coordinator of Volunteers,romania,2023-06,2023-07,Rocanotherworld,2
106,Coordinator of Volunteers,romania,2023-02,2023-03,Classix Festival,1
107,Low Code Developer,romania,2024-07,,Endava,7
107,Low Code Developer and Support Analyst,romania,2024-03,2024-07,Endava,6
107,Low Code Developer,romania,2023-12,2024-01,Endava,5
107,Internship Trainee,romania,2023-07,2023-09,Endava,4
107,XML Configuration Engineer,romania,2019-01,2023-04,Endava,3
107,Software Developer,romania,2017-01,2018-06,BG Soft,2
107,Sales Support Engineer,romania,2015-11,2016-08,Emerson Process Management,1
108,SQL Developer,romania,2023-12,,Expleo Group,4
108,Low Code Software Developer,romania,2022-01,2024-08,Expleo Group,3
108,PHP Developer,romania,2021-06,2022-01,Expleo Group,2
108,Android Developer,romania,2020-09,2021-05,Expleo Group,1
109,Senior Developer,romania,2026-01,,Endava,4
109,Developer,romania,2022-07,2026-01,Endava,3
109,Junior Developer,romania,2021-12,2022-07,Endava,2
109,Technical Support Specialist,romania,2021-02,2021-06,SYKES Romania,1
110,Low Code Developer,romania,2022-07,,Codeless Technology B.V.,4
110,.Net Full Stack Developer,romania,2022-04,2022-06,Ness Digital Engineering,3
110,Intern - Sap Finance Control Consultant,romania,2022-01,2022-03,NTT DATA Romania,2
110,Intern - Clarvision Business Solution and Consultancy,romania,2021-06,2021-08,NTT DATA Romania,1
111,Developer,romania,2020-11,,Endava,6
111,Frontend Developer,romania,2018-06,2020-11,Tellence,5
111,Frontend Developer,romania,2016-03,2018-06,Fast Support,4
111,Frontend Developer,romania,2015-03,2016-03,Xtreme Vision Systems,3
111,Social Media Coordinator,romania,2013-12,2014-10,Red Property,2
111,Redactor Colaborator & Social Media Coordinator,romania,2013-10,2014-01,Ora de Presa,1
112,Low-Code Development Lead Coordinator,romania,2019-03,,Codeless Technology B.V.,3
112,Product Owner / Product Manager – Sales Compensation (SPM Cloud),romania,2013-10,2019-02,Optymyze,2
112,Business Analyst - Low-code Development,romania,2010-08,2013-10,Codeless Technology Romania,1
113,Power Platform Developer,romania,2024,,Atos,2
113,Business Intelligence Developer,romania,2020,2022,Continental,1
114,Freelance Web Designer,romania,2024-11,,Self Employed,3
114,Fulfillment Center Associate,romania,2023-01,2024-07,Fildas Catena Group,2
114,Sales Assistant,romania,2022-03,2022-09,INTERSPORT România,1
115,Delivery Manager Low Code,romania,2025-09,,TÜV SÜD,8
115,Senior Management Consultant | Power Platform & Low-Code AI SME,romania,2024-10,2025-09,KPMG Switzerland,7
115,Management Consultant | Power Platform & Low-Code AI SME,romania,2022-10,2024-10,KPMG Switzerland,6
115,Community Engagement Specialist (German),romania,2018-09,2022-10,Microsoft,5
115,Social Media Advisor (DACH Region),romania,2018-01,2018-09,Opel,4
115,Content Writer with German,romania,2014-11,2017-09,Thomas Daily GmbH,3
115,Key Account Manager,romania,2011-07,2014-11,Radar Group,2
115,TV Reporter,romania,2010-01,2010-07,TV6,1
116,Low code developer,romania,2024-10,,THE DIGITAL MINE,3
116,Junior Chatbot Developer,romania,2024-06,2024-09,Expleo Group,2
116,Low code Unqork Developer,romania,2021-10,2024-05,Expleo Group,1
117,Product Manager,romania,2026-03,,Est Computer,2
117,Low-Code Developer,romania,2024-08,2026-02,Est Computer,1
118,Product Owner,romania,2025-09,,Schwarz Digits,5
118,Low Code Developer,romania,2022-07,2025-09,Codeless Technology B.V.,4
118,Compliance Associate,romania,2021-12,2022-03,Amazon,3
118,Digital Designer Intern,romania,2021-07,2021-09,Danish Youth Team,2
118,Assistant Manager,romania,2020-02,2021-01,Agenția de Consultanță și Training pentru Dezvoltare Sustenabilă,1
119,Head of SEO,romania,2025-11,,Scaling And Conversion Agency,7
119,Education Mentor,romania,2024-10,,INTRATEST,6
119,Project Manager,romania,2024-11,2025-11,Plum Media,5
119,UX/UI Designer,romania,2023-08,2024-09,Expleo Group,4
119,Business Analyst and Validation Representative,romania,2023-04,2023-09,Expleo Group,3
119,Low-Code Developer,romania,2021-06,2023-04,Expleo Group,2
119,Informatics Systems Engineer,romania,2015-11,2021-06,Expleo Group,1
120,OutSystems Developer,romania,2023-09,,MassMutual Romania,5
120,OutSystems Developer,romania,2022-06,2023-08,Deloitte Digital,4
120,OutSystems Developer,romania,2020-06,2022-06,Samskip,3
120,PHP Developer,romania,2020-02,2020-04,evozon,2
120,Intern,romania,2019-06,2019-06,Yonder,1
121,Low Code Developer,romania,2024-07,,Codeless Technology B.V.,3
121,QA Engineer,romania,2022-08,2023-10,,2
121,Quality Assurance Intern,romania,2022-05,2022-07,,1
122,Mendix Developer,romania,2023-07,,SCHWARZ IT ROMANIA,2
122,Low Code Developer,romania,2022-02,2023-07,Mendify Romania,1
123,Low-code Developer,romania,2025-03,,Creative Projects,4
123,Intern .Net&Angular,romania,2024-08,2024-09,red to blue,3
123,Intern Java&TypeScript,romania,2023-07,2023-10,fme Romania,2
123,Intern Frontend Developer,romania,2022-07,2022-09,Endava,1
124,Power Platform Specialist,romania,2026-01,,DRÄXLMAIER Group,3
124,Power Platform Developer,romania,2023-10,2025-12,Atos,2
124,Customer Service Representative,romania,2022-08,2022-12,Amazon,1
125,Junior Back-End Developer,romania,2025-02,,OSF Digital,2
125,Low Code Trainee,romania,2024-07,2024-08,Codeless Technology B.V.,1
126,Marketing Automation Specialist,romania,2026-01,,Arcadia - Spitale și Centre Medicale,5
126,Marketing Automation Expert,romania,2025-08,2026-01,Logarithmic,4
126,Marketing & Lead Generation Specialist,romania,2023-08,2025-08,,3
126,Junior Lead Generation,romania,2023-05,2023-08,,2
126,Low Code Trainee,romania,2022-10,2023-04,Codeless Technology B.V.,1
127,Application Specialist,romania,2023-04,,Signant Health,7
127,Low Code Developer,romania,2021-08,2023-03,Plant an App,6
127,Senior Compliance Associate,romania,2018-08,2021-08,Amazon,5
127,Frontend Developer Intern,romania,2019-06,2019-06,OSF Global Services,4
127,Team Manager,romania,2016-09,2018-08,GfK,3
127,Senior Data Processing Assistant,romania,2015-10,2016-08,GfK,2
127,Data Processing Assistant,romania,2014-06,2015-09,GfK,1
128,Platforms Specialist,romania,2025-04,,eMAG,2
128,Low-Code Developer,romania,2024-07,2024-08,Codeless Academy,1
129,Software Engineer,romania,2023-07,2025-05,Continental,5
129,Tech Lead Developer,romania,2022-08,2023-07,Expleo Group,4
129,Low Code Software Developer,romania,2021-11,2022-08,Expleo Group,3
129,Software Developer,romania,2021-05,2021-11,Expleo Group,2
129,Assistant Programmer,romania,2019-07,2019-09,Continental,1
130,Self Employed,romania,2024-09,,,4
130,Technology Specialist,romania,2024-03,2024-09,Good People Digital,3
130,Web Developer,romania,2020-06,2023-03,Agency Boon,2
130,Graphic Designer and Web Developer,romania,2016-03,2023-03,Self-employed,1
131,Software Test Engineer,romania,2023,,sctyscty,4
131,European Solidarity Corps Volunteer,romania,2021-09,2022-07,Asociația Nevo Parudimos,3
131,Junior Specialist in Informational Support,romania,2020-01,2022-03,April Charity Foundation,2
131,Intern in Freight Dept.,romania,2020-06,2020-07,Sea Lunes Ltd,1
132,Team Coordinator,romania,2022-07,,Codeless Technology B.V.,4
132,Low Code Developer,romania,2022-01,2022-07,Codeless Technology B.V.,3
132,Junior Low Code Developer,romania,2019-07,2021-12,Codeless Technology B.V.,2
132,Customer Service,romania,2017-06,2017-09,UniCredit Bank Romania,1
133,Senior .NET Developer,romania,2021-01,,Endava,4
133,.NET Developer,romania,2019-07,2020-12,Endava,3
133,Scrum Master,romania,2019-11,2020-03,Endava,2
133,Low Code & .NET Mentor,romania,2022-03,2024-09,Wantsome,1
134,Co-Founder and Flutter Developer,romania,2023-11,,LumiEagle IT SRL,3
134,Junior Low-Code Developer,romania,2022-12,2023-03,Encorsa,2
134,Digital Engineer Intern,romania,2022-07,2022-12,HCL Technologies,1
135,Software Developer,romania,2024-04,,Profi,5
135,Low-Code Developer,romania,2022-11,2024-03,Plant an App,4
135,Junior Data Engineer,romania,2021-10,2022-11,,3
135,Data Engineer,romania,2021-06,2022-11,,2
135,Data Engineer Intern,romania,2021-06,2021-09,,1
136,Software Developer,romania,2024-02,2024-09,Bitnovel Solutions,2
136,Software Engineer,romania,2022-05,2023-12,Talenting Software,1
137,Project Manager - Growth Insights,romania,2025-04,,Fresenius Medical Care,6
137,Data Analyst,romania,2023-11,2025-04,,5
137,Junior Low code developer,romania,2023-05,2023-11,,4
137,Client Services Analyst,romania,2018-07,2019-04,Amazon,3
137,Imaging Support Associate,romania,2016-12,2018-07,,2
137,Charting Specialist,romania,2016-01,2016-11,GfK,1
138,Product Owner,romania,2024-02,,,2
138,Low Code Developer,romania,2023-07,2024-02,,1
139,Full Stack Developer,romania,2024-05,,EXE Software,3
139,Software Developer,romania,2022-10,2024-05,Talenting Software,2
139,Computer Operator,romania,2020-11,2020-12,Autoritatea Electorală Permanentă,1
140,Microsoft365 Power Platform Engineer,romania,2022-02,,NXP Semiconductors,2
140,Customer relationship management (CRM) / Enterprise resource planning (ERP) Specialist,romania,2018-11,2022-02,GRAITEC,1
141,No-Code Developer,romania,2020-12,,RockQ Technologies GmbH,5
141,Application Administrator,romania,2020-03,2020-12,Intesa Sanpaolo Bank Romania,4
141,IT Engineer,romania,2018-08,2020-03,Key Safety Systems,3
141,Phone Sales Representative,romania,2014-02,2018-08,S.C. SELLSTRONG S.R.L.,2
141,"Data entry, validation and processing operator",romania,2013-03,2014-01,FinProm s.r.l.,1
142,Project Manager & Web Apps Dev Coordinator,romania,2021-03,,ADVAHOO,4
142,Senior Software Engineer,romania,2017-08,2021-03,ADVAHOO,3
142,Software Engineer,romania,2015-08,2017-08,ADVAHOO,2
142,Software Developer,romania,2013-06,2013-10,CVU Intelligence,1
143,Co-founder & No-code Website Specialist (Wix & Wix Studio),romania,2022-06,,Parallax Project,6
143,No-code Website Specialist,romania,2022-06,2022-12,Freelance,5
143,Group Lead — Physical & Mechanical Testing / Sample Preparation,romania,2019-01,2022-08,PrJSC Ukraingrafit,4
143,Laboratory Technician — Chemical Analysis,romania,2016-11,2018-12,PrJSC Ukraingrafit,3
143,Housekeeper,romania,2009-10,2016-10,Hotel Teatralnyy,2
143,Call operator,romania,2009-08,2009-10,Real estate agency City-Life,1
144,Power Platform and CRM Developer,romania,2024-08,,Georg Fischer,2
144,Power Platform Developer,romania,2023-04,2025-08,NeoGas Grid,1
145,Power Platform Developer,romania,2023-12,,Mega Image,6
145,Power Platform Developer,romania,2023-06,2023-12,CAPEX.com,5
145,Dynamics 365 & Power Platform Developer,romania,2022-12,2023-05,UDS Systems,4
145,Power Platform Developer,romania,2022-06,2022-12,Kryvia Development,3
145,Engineer,romania,2021-12,2022-06,GENERAL ME.EL ELECTRIC,2
145,Engineer Intern,romania,2021-07,2021-12,Adient,1
146,Power Platform Developer,romania,2024-11,,EXE Software,5
146,Dynamics CRM Consultant,romania,2018-10,2024-11,LINKSOFT,4
146,QA Tester,romania,2017-06,2017-09,Electronic Arts (EA),3
146,Customer Support Agent,romania,2017-04,2017-06,PTW,2
146,Intern,romania,2016-06,2016-09,Allianz,1
147,Power Platform Developer,romania,2023-09,,Atos,3
147,PHD Student and associating teacher staff,romania,2022-09,2023-09,Umfst,2
147,Foreign Language Instructor,romania,2016-10,2023-09,Happy Face Association (Education),1
148,Power Apps Engineer,romania,2025-11,,Thales,4
148,Power Platform Developer,romania,2024-10,2025-11,PEPAS CLOUD,3
148,Business Central Developer,romania,2022-12,2024-10,SplashDev Information Technology SRL,2
148,Data Warehouse Analyst,romania,2022-07,2022-12,BCR,1
149,Power Platform Developer,romania,2022-05,,CREADO CONCEPT,3
149,Sharepoint Administrator,romania,2021-11,2022-05,Atos,2
149,Internship Trainee,romania,2021-04,2021-07,NTT DATA Romania,1
150,Power Platform Developer,romania,2025-01,,Automatify,2
150,Power Apps Internship,romania,2024-11,2024-12,Automatify,1
151,Microsoft Power Platform Developer,romania,2023-09,2025-07,Atos,2
151,Purchasing Intern,romania,2023-04,2023-09,HELLA,1
152,Power Platform Developer,romania,2024,,Atos,2
152,Business Intelligence Developer,romania,2020,2022,Continental,1
153,Software Engineer,sweden,2025-12,,Tieto,3
153,Software Engineer,sweden,2022-11,2025-11,Tietoevry,2
153,Master Thesis Student,sweden,2022-01,2022-06,ABB,1
154,R&D Software Engineer,sweden,2025-01,,ABB,6
154,Consultant,sweden,2024-05,,HiQ,5
154,Embedded Software Engineer,sweden,2024-05,2025-01,Epiroc,4
154,Consultant,sweden,2021-01,2024-04,SIGMA TECHNOLOGY CONSULTING AB,3
154,Embedded Software Engineer for Robotic Control Systems,sweden,2021-01,2024-04,ABB,2
154,Master Thesis Project,sweden,2020-01,2020-06,Arcticus Systems AB,1
155,Software Engineer,sweden,2023-10,2024-01,Mälardalen University,4
155,Full-stack Developer,sweden,2020-06,2022-08,Government High School,3
155,Software Engineer,sweden,2021-11,2022-05,University of Kelaniya Sri Lanka,2
155,Senior Information Technology Teacher,sweden,2018-06,2020-06,Government High School,1
156,Software Developer,sweden,2024-09,,Ziklo Bank,7
156,"Software Developer, consultant via Nexer",sweden,2023-09,2024-09,Ziklo Bank,6
156,Consulting Software Developer,sweden,2023-02,2023-08,HiQ,5
156,Legal Expert / Business Expert,sweden,2022-06,2023-02,H&M Group,4
156,Debt Collection Officer,sweden,2020-08,2022-05,Lowell,3
156,Student Mentor,sweden,2020-10,2021-03,"Gothenburg University, Department of Applied Information Technology",2
156,Summer Intern - Customer Experience Operations,sweden,2018-05,2018-08,Volvo Cars,1
157,Student Software Engineer,sweden,2024-10,2025-01,ABB,5
157,IT Consultant and Trainer,sweden,2022-08,2023-08,Central Institute Of Hand Tools - India,4
157,Software Consultant,sweden,2021-09,2022-08,Techcadd Computer Education Pvt. Ltd.,3
157,Assistant Professor,sweden,2020-10,2021-07,Mata Gujri Khalsa College,2
157,Assistant Professor,sweden,2019-01,2020-10,Guru Nanak Computer & Technical College,1
158,Software Developer - Visibility Functions & Shared Service,sweden,2024-07,,Volvo Cars,9
158,Global Graduate in Software Development,sweden,2022-08,2024-07,Volvo Cars,8
158,Business Development Associate,sweden,2024-01,2024-04,Volvo Cars,7
158,Associate Product Manager,sweden,2023-08,2023-12,Volvo Cars,6
158,iOS Developer,sweden,2023-01,2023-04,Volvo Cars,5
158,Software Developer in HIL testing,sweden,2022-08,2023-01,Volvo Cars,4
158,Master Thesis Student,sweden,2021-04,2021-10,Institute for Visualization and Interactive Systems (HCICS),3
158,Machine Learning Intern in Highly Automated Driving,sweden,2019-10,2020-04,Bosch,2
158,Software Developer,sweden,2018-02,2019-09,KLDiscovery,1
159,Global Operations Manager / Unit Manager,sweden,2017-01,,Sigma Technology Group,6
159,"Vice President, Site Manager",sweden,2013-11,2016-12,Sigma Technology Group,5
159,Unit Manager,sweden,2011-04,2013-11,Sigma Technology Group,4
159,Team Leader,sweden,2008,2011,Sigma Kudos Sweden AB,3
159,Site Manager,sweden,2007-11,2008-04,Sigma Kudos Sweden AB,2
159,Information Engineer,sweden,2001,2008,Sigma Technology Group,1
160,Software Verification Engineer,sweden,2026-02,,Volvo Construction Equipment,14
160,IT Consultant,sweden,2023-09,2026-01,congere it-konsult ab,13
160,Bartender,sweden,2018-05,2020-06,Pinchos,12
160,Bartender & Waitress,sweden,2018-01,2018-06,"Rockbaren, Nyköping & Dominos",11
160,Kitchen Staff,sweden,2016-06,2017-10,"Vipsgrillen, Nyköping",10
160,Wedding Photographer,sweden,2017-08,2017-08,Freelance,9
160,Production Manager,sweden,2015-05,2016-06,Food Folk Sverige AB (McDonald's Sverige),8
160,Summer Worker,sweden,2015-06,2015-08,VRENA GRÖNT AB,7
160,Wedding Photographer,sweden,2014-08,2014-08,Freelance,6
160,Summer Worker,sweden,2014-07,2014-08,Nyköpings kommun,5
160,Summer Worker,sweden,2014-06,2014-08,VRENA GRÖNT AB,4
160,Wedding Waitress,sweden,2014-07,2014-07,Freelance,3
160,Summer Worker,sweden,2013-07,2013-08,Nyköpings kommun,2
160,Summer Worker,sweden,2013-06,2013-08,VRENA GRÖNT AB,1
161,Assistant Advisor Software Development,sweden,2025-10,,WSP i Sverige,10
161,Assistant Advisor Digital Solutions,sweden,2025-02,2025-09,WSP i Sverige,9
161,Business Fellow,sweden,2025-03,2025-08,Perplexity,8
161,Associate Technician Transportation Planning,sweden,2024-09,2024-11,WSP i Sverige,7
161,Research Assistant,sweden,2024-07,2024-10,KTH Royal Institute of Technology,6
161,Master Thesis,sweden,2024-01,2024-06,WSP,5
161,Summer Intern,sweden,2023-06,2023-07,Scania Group,4
161,Computer Science Subsystem Member,sweden,2021-06,2022-06,Team Rover ASEB,3
161,Founder & President,sweden,2021-08,2022-05,Amrita Management and Leadership,2
161,Team Member,sweden,2021-08,2022-01,Amrita Vishwa Vidyapeetham - Live-in-Labs,1
162,Software Engineer 2,sweden,2024-12,,Axis Communications,6
162,Software Development Engineer 2,sweden,2024-09,2024-12,Amazon,5
162,Software Development Engineer 1,sweden,2022-07,2024-09,Amazon,4
162,Software Development Engineer Intern,sweden,2022-02,2022-06,Amazon,3
162,Technology Analyst Intern,sweden,2021-05,2021-07,Morgan Stanley,2
162,Software Engineer Intern,sweden,2020-04,2020-08,Fosterate Pvt Limited,1
163,Software Engineer,sweden,2022-08,,Sogeti,2
163,Ledare Young Generation,sweden,2015-08,2022-06,CGI,1
164,Software Engineer,sweden,2026-02,,Inter IKEA Group,6
164,Software Developer,sweden,2023-10,2026-02,HCLTech,5
164,Cloud Operations Engineer,sweden,2020-11,2023-09,,4
164,Corporate Presenter,sweden,2020-08,2020-10,GRIFEO TECHNOLOGY,3
164,Summer Intern,sweden,2019-06,2019-08,Asahi India Glass Limited (AIS),2
164,Summer Intern,sweden,2018-07,2018-08,Uttarakhand Power Corporation Limited (UPCL),1
165,Web Designer,sweden,2023-01,2023-07,Homer,4
165,Website Manager,sweden,2015-03,2021-02,Amnpardaz Software Co.,3
165,Content Manager,sweden,2013-08,2017-04,Amnpardaz Software Co.,2
165,Software Engineer,sweden,2013-02,2017-04,Amnpardaz Software Co.,1
166,Junior Engineer,sweden,2025-08,,Mycronic,5
166,Summer Internship,sweden,2025-06,2025-08,Mycronic,4
166,Instructor & Lecturer in Cybersecurity,sweden,2024-09,2025-12,Unga Forskare,3
166,Student Ambassador,sweden,2023-10,2025-06,Kungliga Tekniska högskolan,2
166,Station Host,sweden,2023-06,2024-02,MTR Mälartåg,1
167,Software Engineer,sweden,2021-04,,Sogeti,15
167,UX/UI Designer,sweden,2021-04,,Sogeti,14
167,Lead Technologist,sweden,2021-04,,Sogeti,13
167,Head Of Media and Design,sweden,2020-06,2021-03,Borlänge kommun,12
167,Digital Designer,sweden,2020-02,2021-03,Borlänge kommun,11
167,Product Designer,sweden,2020-02,2021-03,XQS International AB,10
167,C# .NET Developer,sweden,2019-09,2020-06,"Academy, a part of Academic Work",9
167,Columnist,sweden,2019-01,2020-02,Dalarnas Tidningar,8
167,Head of Events,sweden,2018-03,2019-09,Female Legends,7
167,Regional Manager,sweden,2018-03,2019-09,Unga Aktiesparare,6
167,Member of the Management Board,sweden,2016-12,2019-09,Aktiespararna,5
167,Columnist,sweden,2017-04,2018-02,Varvat.se,4
167,Technician & Shipping coordinator,sweden,2015-08,2017-04,Ahlstrom,3
167,Sales Coordinator,sweden,2013,2015,Modern Times Group MTG AB,2
167,Journalist,sweden,2012,2014,Dalarnas Tidningar,1
168,Senior Software Engineer,sweden,2025-03,,FDJ UNITED,6
168,Senior Software Engineer,sweden,2024-04,2025-03,Kindred Group plc,5
168,Java Software Engineer,sweden,2023-03,2024-03,Kindred Group plc,4
168,Senior Software Developer,sweden,2014-06,2023-04,Informatics Services Corporation,3
168,Java Developer,sweden,2012-09,2014-06,Informatics Services Corporation,2
168,.NET Developer,sweden,2009-04,2012-09,Navaco Information Technology co.,1
169,Software Engineer,sweden,2023-07,,Swedbank Robur,5
169,Data Engineer,sweden,2022-06,2023-07,Sogeti,4
169,Master Thesis,sweden,2022-01,2022-06,Elvenite,3
169,Automationsinventeringsstöd,sweden,2020-06,2020-08,Vattenfall,2
169,Butiksbiträde,sweden,2015-05,2020-05,ICA nära Handelsboden,1
170,Senior Consultant,sweden,2022-06,,Capgemini,3
170,Senior Data Engineer,sweden,2017-08,2022-03,Mr. Cooper,2
170,Software Engineer,sweden,2014-06,2017-07,Larsen & Toubro Infotech Ltd,1
171,Software Engineer - Frontend,sweden,2025-06,,Natural Cycles,9
171,Software Developer,sweden,2022-08,2024-02,Grover,8
171,Junior Frontend Developer,sweden,2021-04,2022-07,VoiceLine,7
171,Senior Tech Recruiter,sweden,2020-09,2020-12,arculus – a Jungheinrich company,6
171,Sr Tech Talent Acquisition,sweden,2019-01,2020-08,FREE NOW (formerly mytaxi),5
171,Lead IT Recruiter at Sellbytel for Google Cloud,sweden,2017-06,2018-12,SELLBYTEL Group Spain,4
171,Talent Acquisition Specialist and Talent Management,sweden,2016-10,2017-05,Alphanumeric Systems,3
171,Sales & Marketing Consultant,sweden,2015-10,2016-10,Hays Response,2
171,Contact Center Consultant,sweden,2014-10,2015-10,Randstad,1
172,Software Engineer,sweden,2023-05,,Lassie,7
172,Software Engineer,sweden,2022-04,2023-01,Kry,6
172,Junior Developer,sweden,2019-12,2022-01,Umain,5
172,Web Developer Internship,sweden,2019-10,2019-11,,4
172,Export Manager,sweden,2017-09,2018-09,Renée Voltaire AB,3
172,Sales Coordinator,sweden,2016-04,2017-09,,2
172,Coordinator,sweden,2014-09,2016-01,Svenska Sportdykarförbundet,1
173,Senior Software Engineer,sweden,2021-09,,SMG Swiss Marketplace Group,4
173,Full Stack Engineer,sweden,2018-12,2021-08,TIQQE,3
173,Integration Engineer,sweden,2014-02,2018-11,Enfo,2
173,System Developer,sweden,2013-02,2014-01,IBM,1
174,Senior Engineer,sweden,2022-03,,Klarna,5
174,Lead Software Developer,sweden,2021-04,2022-03,Freecharge,4
174,Associate Team Lead,sweden,2019-09,2021-03,Nagarro,3
174,Senior Associate,sweden,2018-02,2019-09,Nagarro,2
174,Associate,sweden,2014-02,2018-02,Cognizant,1
175,Software Developer,sweden,2024-09,,Linnaeus University,1
176,Software Engineer,sweden,2020-10,,Apple,12
176,Scala developer,sweden,2020-01,2020-10,Company name is confidential,11
176,Software Engineering Consultant,sweden,2019-01,2020-10,Consid AB,10
176,.NET developer,sweden,2019-04,2019-12,Trygg-Hansa,9
176,.NET developer,sweden,2019-01,2019-04,BRA - Braathens Regional Airlines,8
176,Java backend developer,sweden,2015-06,2018-12,Netset AB,7
176,Teaching assistant,sweden,2011,2015-06,Lund University,6
176,C# developer,sweden,2013-06,2014-01,,5
176,Software Engineering Intern,sweden,2014-06,2014-09,Google,4
176,Teacher in mathematics,sweden,2013-06,2013-06,Frans Suell och Jörgen Kocks Gymnasium,3
176,Android developer,sweden,2012-07,2012-10,Lunicore Studentkonsult,2
176,Translator,sweden,2007,2008,Freelance,1
177,Software Engineer,sweden,2023-01,,Freelance (Self employed),6
177,Full Stack Developer,sweden,2022-01,2022-11,Tritux,5
177,Full Stack Developer,sweden,2021-06,2021-09,Island digital service,4
177,Full Stack Developer,sweden,2019-02,2019-05,INEDIT,3
177,Web Developer,sweden,2018-06,2018-09,ADB,2
177,Graphic Designer,sweden,2017-06,2017-08,Cherif Design,1
178,Embedded Developer and Scrum Master,sweden,2025-08,,TRATON GROUP,8
178,Senior Software Engineer,sweden,2025-05,,ALTEN,7
178,Development Engineer,sweden,2023-02,2025-05,WeeQi,6
178,Software Developer,sweden,2021-02,2024-09,Scania Group,5
178,Software Developer,sweden,2021-02,2023-02,CLEEVEN Sc,4
178,Front End Developer & Game Planner,sweden,2020-10,2020-11,Suigames Studios,3
178,Software Developer and Executive Business Support,sweden,2017-04,2019-12,Experion Technologies,2
178,Back End Developer,sweden,2015-07,2017-04,Empower Labs Pvt. Ltd.,1
179,Software Engineer,sweden,2025,,H&M Group,7
179,Tech Trainee,sweden,2024-08,2025-08,H&M Group,6
179,Frontend Developer,sweden,2024-03,2024-07,Cetrez,5
179,Master Thesis Student,sweden,2024-01,2024-06,Volvo Group,4
179,Software Intern,sweden,2023-08,2024-01,Volvo Group,3
179,Summer Intern,sweden,2023-06,2023-08,Volvo Group,2
179,Female Tech Engineer Participant,sweden,2024-01,2024-03,CoGig,1
180,Software Engineer,sweden,2024-07,,Klarna,8
180,Senior Software Engineer,sweden,2022-06,2024-06,Carelon Global Solutions Ireland,7
180,International Student Ambassador,sweden,2021-10,2022-09,"National University of Ireland, Galway",6
180,Teaching Assistant,sweden,2021-09,2022-03,,5
180,Senior Software Engineer,sweden,2021-01,2021-08,Orange Business Services,4
180,Software Engineer,sweden,2019-08,2020-12,,3
180,Senior Software Engineer,sweden,2018-07,2019-07,Newgen Software,2
180,Software Engineer,sweden,2016-07,2018-07,,1
181,Software Engineer,sweden,2018-10,,WirelessCar,3
181,Associate,sweden,2014-06,2018-07,Cognizant,2
181,Senior System Engineer,sweden,2010-07,2014-05,Infosys,1
182,Software Developer - Customer Adaptations,sweden,2025-04,,Ericsson,9
182,Software Engineer,sweden,2024-03,2025-02,Enqlare,8
182,Software Engineer,sweden,2023-01,2024-02,Aurora Innovation,7
182,Full-stack Developer,sweden,2022-12,2023-01,SALT - School of Applied Technology,6
182,Full-stack Developer trainee,sweden,2022-08,2022-11,SALT - School of Applied Technology,5
182,Assistant Manager,sweden,2021-04,2022-12,Inditex,4
182,Assistant Manager,sweden,2017-12,2021-03,Inditex,3
182,Sales Associate,sweden,2017-03,2017-11,Inditex,2
182,Data Engineer Consultant,sweden,2016-09,2017-02,Alpha Money AE,1
183,Software Engineer,sweden,2024-02,,Swedbank,9
183,Data Engineer,sweden,2023-09,2023-12,Nexer Insight,8
183,"Data Engineer - Senior Consultant, Insights & Data",sweden,2022-03,2023-09,Capgemini,7
183,Business Intelligence Developer,sweden,2019-10,2022-03,Keolis Sverige AB,6
183,Junior BI Developer,sweden,2018-11,2019-10,Keolis Sverige AB,5
183,SQL BI Developer,sweden,2017-06,2018-10,Self-employed,4
183,Junior BI Developer,sweden,2014-08,2016-06,KMG Infotech,3
183,Junior Software Developer,sweden,2010-11,2012-10,Microlucid,2
183,.Net developer,sweden,2010-11,2011-10,Microlucid,1
184,Integrationsspecialist,sweden,2025-04,,Region Stockholm,3
184,Avdelningsassistent,sweden,2022-04,,Huddinge kommun,2
184,Lagermedarbetare,sweden,2020-11,2020-12,Haninge kommun,1
185,Software Engineer,sweden,2024-02,,Volvo Cars,4
185,Technical Consultant,sweden,2022-03,2024-02,MCA,3
185,Specialist Engineer,sweden,2020-10,2022-06,,2
185,Senior Engineer,sweden,2016-05,2020-09,Tata Elxsi,1
186,Software Engineer,sweden,2019-03,,Spotify,3
186,Developer,sweden,2015-08,,Yandex,2
