profile_id,job_title,country,start_date,end_date,company,position_in_career,job_label,seniority_level,duration_months
72,Software Developer,romania,2010-11,2015-09,Sysgenic,1,Traditional Software Development,3,58
73,Software Engineer,romania,2024-04,,Booking Holdings,4,Traditional Software Development,3,23
73,Software Engineer,romania,2023-01,2024-03,ALTEN Delivery Center Romania,3,Traditional Software Development,3,14
73,Software Engineer,romania,2022-10,2023-01,Capgemini Engineering,2,Traditional Software Development,3,3
73,Junior Software Developer,romania,2019-07,2022-09,Ericsson,1,Traditional Software Development,2,38
74,Freelance Software Engineer,romania,2012-10,2025-05,Evoline,4,Traditional Software Development,3,151
74,Software Engineer,romania,2012-10,2025-05,Evoline,3,Traditional Software Development,3,151
74,Freelance Software Engineer,romania,2025-05,,,2,Traditional Software Development,3,10
74,Intern,romania,2012-07,2012-08,Evoline,1,Other,1,1
75,Software Engineer,romania,2025-09,,Randstad Digital Romania,4,Traditional Software Development,3,6
75,Technology Graduate Associate,romania,2024-09,2025-08,,3,Other,2,11
75,Junior Software Engineer,romania,2023-11,2024-08,Randstad Digital Romania,2,Traditional Software Development,2,9
75,Software Engineer Intern,romania,2023-06,2023-08,JPMorgan Chase & Co.,1,Traditional Software Development,1,2
76,Junior Java Software Engineer,romania,2025-08,,ING Hubs Romania,6,Traditional Software Development,2,7
76,Java Edition Intern,romania,2025-04,2025-06,ING Hubs Romania,5,Traditional Software Development,1,2
76,Director of Incoming Business Internships,romania,2024-01,2025-02,AIESEC,4,Other,6,13
76,Director of Outgoing Business Internships,romania,2023-08,2024-01,AIESEC,3,Other,6,5
76,Project Manager of Outgoing Volunteering Exchanges,romania,2023-02,2023-07,AIESEC,2,Other,6,5
76,Team Member of Incoming Volunteering Exchanges,romania,2022-10,2023-02,AIESEC in Bucharest,1,Other,0,4
77,Software Developer,romania,2014-08,,Deutsche Bank,4,Traditional Software Development,3,139
77,Consultant,romania,2009-12,2014-08,Misys,3,Other,3,56
77,IT Specialist,romania,2007-10,2009-12,IBM,2,Other,3,26
77,Java Programmer,romania,2007-07,2007-10,IT Media Connect,1,Traditional Software Development,3,3
78,Low Code Developer,romania,2024-10,,THE DIGITAL MINE,3,Low-Code/No-Code Development,3,17
78,Junior Chatbot Developer,romania,2024-06,2024-09,Expleo Group,2,Traditional Software Development,2,3
78,Low Code Unqork Developer,romania,2021-10,2024-05,Expleo Group,1,Low-Code/No-Code Development,3,31
79,Power Platform Developer,romania,2024,,Atos,2,Low-Code/No-Code Development,3,26
79,Business Intelligence Developer,romania,2020,2022,Continental,1,Traditional Software Development,3,24
80,OutSystems Developer,romania,2023-09,,MassMutual Romania,5,Low-Code/No-Code Development,3,30
80,OutSystems Developer,romania,2022-06,2023-08,Deloitte Digital,4,Low-Code/No-Code Development,3,14
80,OutSystems Developer,romania,2020-06,2022-06,Samskip,3,Low-Code/No-Code Development,3,24
80,PHP Developer,romania,2020-02,2020-04,evozon,2,Traditional Software Development,3,2
80,Intern,romania,2019-06,2019-06,Yonder,1,Other,1,0
81,OutSystems Developer,romania,2023-03,,Providit,6,Low-Code/No-Code Development,3,36
81,OutSystems Developer,romania,2021-10,2023-03,Cegeka,5,Low-Code/No-Code Development,3,17
81,OutSystems Developer,romania,2022-03,2022-12,SABS,4,Low-Code/No-Code Development,3,9
81,OutSystems Developer,romania,2019-08,2021-10,Yonder,3,Low-Code/No-Code Development,3,26
81,Intern,romania,2019-06,2019-07,Yonder,2,Other,1,1
81,Summer Intern,romania,2018-07,2018-08,Halcyon Mobile,1,Other,1,1
82,Low Code Developer,romania,2024-07,,Codeless Technology B.V.,3,Low-Code/No-Code Development,3,20
82,QA Engineer,romania,2022-08,2023-10,,2,Traditional Software Development,3,14
82,Quality Assurance Intern,romania,2022-05,2022-07,,1,Other,1,2
83,Business Developer (Digital & Data Projects),romania,2024-11,2026-02,Boman Education Academy,5,Other,3,15
83,Low Code Developer,romania,2024-03,2024-06,Codeless Technology B.V. | Romania,4,Low-Code/No-Code Development,3,3
83,Server,romania,2023-06,2023-10,Lucky Beaver Bar and Grill,3,Other,0,4
83,Sale Associate,romania,2022-06,2022-11,Powder House,2,Other,0,5
83,Server,romania,2022-06,2022-11,Margaritaville,1,Other,0,5
84,Mendix Developer,romania,2023-07,,SCHWARZ IT ROMANIA,2,Low-Code/No-Code Development,3,32
84,Low Code Developer,romania,2022-02,2023-07,Mendify Romania,1,Low-Code/No-Code Development,3,17
85,Project Manager,romania,2025-05,,Digital Nation,4,Other,6,10
85,Function Developer,romania,2023-03,,Continental,3,Traditional Software Development,3,36
85,Administrative Secretary,romania,2011-02,2023-03,Mitropolia Moldovei și Bucovinei,2,Other,3,145
85,QA Tester,romania,2022-08,2022-10,eJobs Romania,1,Other,3,2
86,Junior Software Engineer,romania,2022-07,,eSolutions.tech,2,Traditional Software Development,2,44
86,Junior Low-code Developer,romania,2022-03,2022-06,Encorsa,1,Low-Code/No-Code Development,2,3
87,Low-code Developer,romania,2025-03,,Creative Projects,4,Low-Code/No-Code Development,3,12
87,Intern .Net & Angular,romania,2024-08,2024-09,red to blue,3,Traditional Software Development,1,1
87,Intern Java & TypeScript,romania,2023-07,2023-10,fme Romania,2,Traditional Software Development,1,3
87,Intern Frontend Developer,romania,2022-07,2022-09,Endava,1,Traditional Software Development,1,2
88,Low Code Developer,romania,2024-06,,Codeless Technology B.V.,4,Low-Code/No-Code Development,3,21
88,Low Code Developer Trainee,romania,2024-03,2024-05,Codeless Technology B.V.,3,Low-Code/No-Code Development,1,2
88,Intern,romania,2022-10,2023-01,Centric IT Solutions Romania,2,Other,1,3
88,Intern,romania,2022-07,2022-07,VEO Worldwide Services,1,Other,1,0
89,Low code developer,romania,2023-09,,Codeless Technology B.V.,5,Low-Code/No-Code Development,3,30
89,Low code Internship,romania,2023-07,2023-09,Codeless Technology B.V.,4,Low-Code/No-Code Development,1,2
89,Student,romania,2020,2023,FEAA - Facultatea de Economie și Administrarea Afacerilor din Iași,3,Other,1,36
89,Saleswoman,romania,2022-07,2022-09,SC BSB FASHION SRL,2,Other,3,2
89,Saleswoman,romania,2021-06,2021-09,SC BSB FASHION SRL,1,Other,3,3
90,Low Code Developer,romania,2022-11,,Codeless Technology B.V.,1,Low-Code/No-Code Development,3,40
91,Low Code Developer / Business Analyst,romania,2021-07,,Codeless Technology B.V.,1,Low-Code/No-Code Development,3,56
92,Power Platform Developer,romania,2023-09,,Atos,6,Low-Code/No-Code Development,3,30
92,Freelance Graphic Designer,romania,2022-04,2024-12,Etsy Shop,5,Other,3,32
92,Photographer/Photo Editor,romania,2015-03,2023-04,Self-employed,4,Other,0,97
92,Photographer,romania,2022-09,2023-03,Summit Management Systems LLC,3,Other,0,6
92,Retail Store Manager,romania,2020-04,2022-03,Profi Rom Food SRL,2,Other,6,23
92,Assistant Manager,romania,2018-03,2020-04,Piper Food and Beverages SRL,1,Other,6,25
93,Project Support Administrator,romania,2025-06,,Potentiam Ltd,4,Other,3,9
93,Low Code Developer,romania,2024-03,2024-05,Codeless Technology B.V.,3,Low-Code/No-Code Development,3,2
93,Economic Secretary,romania,2022-07,2022-12,Cabinet de expertiză contabilă Popa Ioana Anda,2,Other,3,5
93,Intern,romania,2022-05,2022-07,,1,Other,1,2
94,Senior Data Analyst,romania,2025-03,,KRUK România,5,Other,4,12
94,Data Analyst,romania,2023-06,2025-03,KRUK România,4,Other,3,21
94,Junior Low-Code Developer,romania,2022-03,2023-05,Encorsa,3,Low-Code/No-Code Development,2,14
94,Department Manager,romania,2019-02,2022-03,Decathlon România,2,Other,6,37
94,Retail Assistant,romania,2016-07,2019-01,Decathlon România,1,Other,0,30
95,Low Code Developer,romania,2023-10,,Codeless Technology B.V.,2,Low-Code/No-Code Development,3,29
95,Low Code Developer,romania,2023-07,2023-10,Codeless Technology B.V.,1,Low-Code/No-Code Development,3,3
96,Low-code developer,romania,2024-06,,Codeless Technology B.V.,3,Low-Code/No-Code Development,3,21
96,Low-code developer trainee,romania,2024-03,2024-06,Codeless Technology B.V.,2,Low-Code/No-Code Development,1,3
96,Intern Administration Support,romania,2022-07,2024-02,Vitesco Technologies,1,Other,1,19
97,Low Code Developer,romania,2023-05,,Codeless Technology B.V.,2,Low-Code/No-Code Development,3,34
97,Software Development Engineer,romania,2022-07,2023-05,Ambit Group,1,Traditional Software Development,3,10
98,Head of Low-Code BPMS,romania,2022-01,,Encorsa,4,Low-Code/No-Code Development,6,50
98,Software Developer,romania,2020-11,2022-01,Encorsa,3,Traditional Software Development,3,14
98,Software Developer ASP.NET,romania,2019-05,2020-11,Alpha Bank Romania,2,Traditional Software Development,3,18
98,Software Developer ASP.NET,romania,2018-11,2019-05,Borg Design,1,Traditional Software Development,3,6
99,Data Analyst,romania,2025-04,,YouGov,3,Other,3,11
99,Low Code Developer,romania,2024-03,2024-05,Codeless Technology B.V.,2,Low-Code/No-Code Development,3,2
99,Requirements Analyst intern,romania,2022-06,2022-08,Yonder,1,Other,1,2
100,No-code Developer (n8n & AI Automation),romania,2025,,Self-Employed,5,Low-Code/No-Code Development,3,14
100,Automation Specialist,romania,2023,2024,targetolog,4,Low-Code/No-Code Development,3,12
100,Tourism Manager,romania,2013,2015,,3,Other,6,24
100,Guest Relations Specialist,romania,2010,2013,,2,Other,3,36
100,Tourism Manager,romania,2005,2010,,1,Other,6,60
101,Associate Professor,romania,2023-10,,Universitatea „Alexandru Ioan Cuza” din Iași,3,Other,3,29
101,Low Code Developer,romania,2021-10,,Codeless Technology B.V.,2,Low-Code/No-Code Development,3,53
101,Low Code Developer Intern,romania,2021-07,2021-10,Codeless Technology B.V.,1,Low-Code/No-Code Development,1,3
102,AI Specialist,romania,2025-12,,Transilvania Healing Centre,2,Other,4,3
102,Low Code Developer,romania,2022-07,2025-11,Codeless Technology B.V.,1,Low-Code/No-Code Development,3,40
103,Full Stack & AI/ML Developer,romania,2025-11,,Strongbytes,3,Traditional Software Development,3,4
103,QA Automation Tester,romania,2025-10,2025-10,Endava,2,Traditional Software Development,3,0
103,Marketing Manager,romania,2022-12,2025-08,Royal Potatoes,1,Other,6,32
104,Low Code Developer,romania,2024-01,2025-11,Codeless Technology B.V.,4,Low-Code/No-Code Development,3,22
104,Internship Trainee,romania,2023-07,2024-01,Codeless Technology B.V.,3,Other,1,6
104,Volunteer,romania,2021-10,2023-07,Liga Studenților Economiști Iași,2,Other,0,21
104,Crew,romania,2018-07,2018-09,McDonald's,1,Other,0,2
105,Low-Code Developer,romania,2025-08,,Deloitte,3,Low-Code/No-Code Development,3,7
105,Developer Trainee,romania,2025-07,2025-08,Creatio Lab,2,Traditional Software Development,1,1
105,Cashback Analyst,romania,2024-07,2025-01,Samsung Electronics,1,Other,3,6
106,Application Developer,romania,2024-05,,Centric IT Solutions Romania,5,Traditional Software Development,3,22
106,Low Code Developer Intern,romania,2024-07,2025-04,Centric IT Solutions Romania,4,Low-Code/No-Code Development,1,9
106,Coordinator of Volunteers,romania,2024-02,2024-02,Classix Festival,3,Other,0,0
106,Coordinator of Volunteers,romania,2023-06,2023-07,Rocanotherworld,2,Other,0,1
106,Coordinator of Volunteers,romania,2023-02,2023-03,Classix Festival,1,Other,0,1
107,Low Code Developer,romania,2024-07,,Endava,7,Low-Code/No-Code Development,3,20
107,Low Code Developer and Support Analyst,romania,2024-03,2024-07,Endava,6,Low-Code/No-Code Development,3,4
107,Low Code Developer,romania,2023-12,2024-01,Endava,5,Low-Code/No-Code Development,3,1
107,Internship Trainee,romania,2023-07,2023-09,Endava,4,Other,1,2
107,XML Configuration Engineer,romania,2019-01,2023-04,Endava,3,Traditional Software Development,3,51
107,Software Developer,romania,2017-01,2018-06,BG Soft,2,Traditional Software Development,3,17
107,Sales Support Engineer,romania,2015-11,2016-08,Emerson Process Management,1,Other,3,9
108,SQL Developer,romania,2023-12,,Expleo Group,4,Traditional Software Development,3,27
108,Low Code Software Developer,romania,2022-01,2024-08,Expleo Group,3,Low-Code/No-Code Development,3,31
108,PHP Developer,romania,2021-06,2022-01,Expleo Group,2,Traditional Software Development,3,7
108,Android Developer,romania,2020-09,2021-05,Expleo Group,1,Traditional Software Development,3,8
109,Senior Developer,romania,2026-01,,Endava,4,Traditional Software Development,4,2
109,Developer,romania,2022-07,2026-01,Endava,3,Traditional Software Development,3,42
109,Junior Developer,romania,2021-12,2022-07,Endava,2,Traditional Software Development,2,7
109,Technical Support Specialist,romania,2021-02,2021-06,SYKES Romania,1,Other,3,4
110,Low Code Developer,romania,2022-07,,Codeless Technology B.V.,4,Low-Code/No-Code Development,3,44
110,.Net Full Stack Developer,romania,2022-04,2022-06,Ness Digital Engineering,3,Traditional Software Development,3,2
110,Intern - Sap Finance Control Consultant,romania,2022-01,2022-03,NTT DATA Romania,2,Other,1,2
110,Intern - Clarvision Business Solution and Consultancy,romania,2021-06,2021-08,NTT DATA Romania,1,Other,1,2
111,Developer,romania,2020-11,,Endava,6,Traditional Software Development,3,64
111,Frontend Developer,romania,2018-06,2020-11,Tellence,5,Traditional Software Development,3,29
111,Frontend Developer,romania,2016-03,2018-06,Fast Support,4,Traditional Software Development,3,27
111,Frontend Developer,romania,2015-03,2016-03,Xtreme Vision Systems,3,Traditional Software Development,3,12
111,Social Media Coordinator,romania,2013-12,2014-10,Red Property,2,Other,3,10
111,Redactor Colaborator & Social Media Coordinator,romania,2013-10,2014-01,Ora de Presa,1,Other,3,3
112,Low-Code Development Lead Coordinator,romania,2019-03,,Codeless Technology B.V.,3,Low-Code/No-Code Development,5,84
112,Product Owner / Product Manager – Sales Compensation (SPM Cloud),romania,2013-10,2019-02,Optymyze,2,Other,6,64
112,Business Analyst - Low-code Development,romania,2010-08,2013-10,Codeless Technology Romania,1,Low-Code/No-Code Development,3,38
113,Power Platform Developer,romania,2024,,Atos,2,Low-Code/No-Code Development,3,26
113,Business Intelligence Developer,romania,2020,2022,Continental,1,Traditional Software Development,3,24
114,Freelance Web Designer,romania,2024-11,,Self Employed,3,Other,3,16
114,Fulfillment Center Associate,romania,2023-01,2024-07,Fildas Catena Group,2,Other,0,18
114,Sales Assistant,romania,2022-03,2022-09,INTERSPORT România,1,Other,3,6
115,Delivery Manager Low Code,romania,2025-09,,TÜV SÜD,8,Low-Code/No-Code Development,6,6
115,Senior Management Consultant | Power Platform & Low-Code AI SME,romania,2024-10,2025-09,KPMG Switzerland,7,Low-Code/No-Code Development,6,11
115,Management Consultant | Power Platform & Low-Code AI SME,romania,2022-10,2024-10,KPMG Switzerland,6,Low-Code/No-Code Development,6,24
115,Community Engagement Specialist (German),romania,2018-09,2022-10,Microsoft,5,Other,3,49
115,Social Media Advisor (DACH Region),romania,2018-01,2018-09,Opel,4,Other,3,8
115,Content Writer with German,romania,2014-11,2017-09,Thomas Daily GmbH,3,Other,3,34
115,Key Account Manager,romania,2011-07,2014-11,Radar Group,2,Other,6,40
115,TV Reporter,romania,2010-01,2010-07,TV6,1,Other,0,6
116,Low code developer,romania,2024-10,,THE DIGITAL MINE,3,Low-Code/No-Code Development,3,17
116,Junior Chatbot Developer,romania,2024-06,2024-09,Expleo Group,2,Traditional Software Development,2,3
116,Low code Unqork Developer,romania,2021-10,2024-05,Expleo Group,1,Low-Code/No-Code Development,3,31
117,Product Manager,romania,2026-03,,Est Computer,2,Other,6,0
117,Low-Code Developer,romania,2024-08,2026-02,Est Computer,1,Low-Code/No-Code Development,3,18
118,Product Owner,romania,2025-09,,Schwarz Digits,5,Other,3,6
118,Low Code Developer,romania,2022-07,2025-09,Codeless Technology B.V.,4,Low-Code/No-Code Development,3,38
118,Compliance Associate,romania,2021-12,2022-03,Amazon,3,Other,3,3
118,Digital Designer Intern,romania,2021-07,2021-09,Danish Youth Team,2,Other,1,2
118,Assistant Manager,romania,2020-02,2021-01,Agenția de Consultanță și Training pentru Dezvoltare Sustenabilă,1,Other,6,11
119,Head of SEO,romania,2025-11,,Scaling And Conversion Agency,7,Other,6,4
119,Education Mentor,romania,2024-10,,INTRATEST,6,Other,3,17
119,Project Manager,romania,2024-11,2025-11,Plum Media,5,Other,6,12
119,UX/UI Designer,romania,2023-08,2024-09,Expleo Group,4,Other,3,13
119,Business Analyst and Validation Representative,romania,2023-04,2023-09,Expleo Group,3,Other,3,5
119,Low-Code Developer,romania,2021-06,2023-04,Expleo Group,2,Low-Code/No-Code Development,3,22
119,Informatics Systems Engineer,romania,2015-11,2021-06,Expleo Group,1,Traditional Software Development,3,67
120,OutSystems Developer,romania,2023-09,,MassMutual Romania,5,Low-Code/No-Code Development,3,30
120,OutSystems Developer,romania,2022-06,2023-08,Deloitte Digital,4,Low-Code/No-Code Development,3,14
120,OutSystems Developer,romania,2020-06,2022-06,Samskip,3,Low-Code/No-Code Development,3,24
120,PHP Developer,romania,2020-02,2020-04,evozon,2,Traditional Software Development,3,2
120,Intern,romania,2019-06,2019-06,Yonder,1,Other,1,0
121,Low Code Developer,romania,2024-07,,Codeless Technology B.V.,3,Low-Code/No-Code Development,3,20
121,QA Engineer,romania,2022-08,2023-10,,2,Traditional Software Development,3,14
121,Quality Assurance Intern,romania,2022-05,2022-07,,1,Other,1,2
122,Mendix Developer,romania,2023-07,,SCHWARZ IT ROMANIA,2,Low-Code/No-Code Development,3,32
122,Low Code Developer,romania,2022-02,2023-07,Mendify Romania,1,Low-Code/No-Code Development,3,17
123,Low-code Developer,romania,2025-03,,Creative Projects,4,Low-Code/No-Code Development,3,12
123,Intern .Net&Angular,romania,2024-08,2024-09,red to blue,3,Traditional Software Development,1,1
123,Intern Java&TypeScript,romania,2023-07,2023-10,fme Romania,2,Traditional Software Development,1,3
123,Intern Frontend Developer,romania,2022-07,2022-09,Endava,1,Traditional Software Development,1,2
124,Power Platform Specialist,romania,2026-01,,DRÄXLMAIER Group,3,Low-Code/No-Code Development,4,2
124,Power Platform Developer,romania,2023-10,2025-12,Atos,2,Low-Code/No-Code Development,3,26
124,Customer Service Representative,romania,2022-08,2022-12,Amazon,1,Other,3,4
125,Junior Back-End Developer,romania,2025-02,,OSF Digital,2,Traditional Software Development,2,13
125,Low Code Trainee,romania,2024-07,2024-08,Codeless Technology B.V.,1,Low-Code/No-Code Development,1,1
126,Marketing Automation Specialist,romania,2026-01,,Arcadia - Spitale și Centre Medicale,5,Other,3,2
126,Marketing Automation Expert,romania,2025-08,2026-01,Logarithmic,4,Other,4,5
126,Marketing & Lead Generation Specialist,romania,2023-08,2025-08,,3,Other,3,24
126,Junior Lead Generation,romania,2023-05,2023-08,,2,Other,5,3
126,Low Code Trainee,romania,2022-10,2023-04,Codeless Technology B.V.,1,Low-Code/No-Code Development,1,6
127,Application Specialist,romania,2023-04,,Signant Health,7,Other,3,35
127,Low Code Developer,romania,2021-08,2023-03,Plant an App,6,Low-Code/No-Code Development,3,19
127,Senior Compliance Associate,romania,2018-08,2021-08,Amazon,5,Other,4,36
127,Frontend Developer Intern,romania,2019-06,2019-06,OSF Global Services,4,Traditional Software Development,1,0
127,Team Manager,romania,2016-09,2018-08,GfK,3,Other,6,23
127,Senior Data Processing Assistant,romania,2015-10,2016-08,GfK,2,Other,4,10
127,Data Processing Assistant,romania,2014-06,2015-09,GfK,1,Other,3,15
128,Platforms Specialist,romania,2025-04,,eMAG,2,Other,3,11
128,Low-Code Developer,romania,2024-07,2024-08,Codeless Academy,1,Low-Code/No-Code Development,3,1
129,Software Engineer,romania,2023-07,2025-05,Continental,5,Traditional Software Development,3,22
129,Tech Lead Developer,romania,2022-08,2023-07,Expleo Group,4,Traditional Software Development,5,11
129,Low Code Software Developer,romania,2021-11,2022-08,Expleo Group,3,Low-Code/No-Code Development,3,9
129,Software Developer,romania,2021-05,2021-11,Expleo Group,2,Traditional Software Development,3,6
129,Assistant Programmer,romania,2019-07,2019-09,Continental,1,Traditional Software Development,3,2
130,Self Employed,romania,2024-09,,,4,Other,3,18
130,Technology Specialist,romania,2024-03,2024-09,Good People Digital,3,Other,3,6
130,Web Developer,romania,2020-06,2023-03,Agency Boon,2,Traditional Software Development,3,33
130,Graphic Designer and Web Developer,romania,2016-03,2023-03,Self-employed,1,Traditional Software Development,3,84
131,Software Test Engineer,romania,2023,,sctyscty,4,Traditional Software Development,3,38
131,European Solidarity Corps Volunteer,romania,2021-09,2022-07,Asociația Nevo Parudimos,3,Other,0,10
131,Junior Specialist in Informational Support,romania,2020-01,2022-03,April Charity Foundation,2,Other,2,26
131,Intern in Freight Dept.,romania,2020-06,2020-07,Sea Lunes Ltd,1,Other,1,1
132,Team Coordinator,romania,2022-07,,Codeless Technology B.V.,4,Other,3,44
132,Low Code Developer,romania,2022-01,2022-07,Codeless Technology B.V.,3,Low-Code/No-Code Development,3,6
132,Junior Low Code Developer,romania,2019-07,2021-12,Codeless Technology B.V.,2,Low-Code/No-Code Development,2,29
132,Customer Service,romania,2017-06,2017-09,UniCredit Bank Romania,1,Other,3,3
133,Senior .NET Developer,romania,2021-01,,Endava,4,Traditional Software Development,4,62
133,.NET Developer,romania,2019-07,2020-12,Endava,3,Traditional Software Development,3,17
133,Scrum Master,romania,2019-11,2020-03,Endava,2,Other,3,4
133,Low Code & .NET Mentor,romania,2022-03,2024-09,Wantsome,1,Low-Code/No-Code Development,3,30
134,Co-Founder and Flutter Developer,romania,2023-11,,LumiEagle IT SRL,3,Traditional Software Development,7,28
134,Junior Low-Code Developer,romania,2022-12,2023-03,Encorsa,2,Low-Code/No-Code Development,2,3
134,Digital Engineer Intern,romania,2022-07,2022-12,HCL Technologies,1,Traditional Software Development,1,5
135,Software Developer,romania,2024-04,,Profi,5,Traditional Software Development,3,23
135,Low-Code Developer,romania,2022-11,2024-03,Plant an App,4,Low-Code/No-Code Development,3,16
135,Junior Data Engineer,romania,2021-10,2022-11,,3,Traditional Software Development,2,13
135,Data Engineer,romania,2021-06,2022-11,,2,Traditional Software Development,3,17
135,Data Engineer Intern,romania,2021-06,2021-09,,1,Traditional Software Development,1,3
136,Software Developer,romania,2024-02,2024-09,Bitnovel Solutions,2,Traditional Software Development,3,7
136,Software Engineer,romania,2022-05,2023-12,Talenting Software,1,Traditional Software Development,3,19
137,Project Manager - Growth Insights,romania,2025-04,,Fresenius Medical Care,6,Other,6,11
137,Data Analyst,romania,2023-11,2025-04,,5,Other,3,17
137,Junior Low code developer,romania,2023-05,2023-11,,4,Low-Code/No-Code Development,2,6
137,Client Services Analyst,romania,2018-07,2019-04,Amazon,3,Other,3,9
137,Imaging Support Associate,romania,2016-12,2018-07,,2,Other,3,19
137,Charting Specialist,romania,2016-01,2016-11,GfK,1,Other,3,10
138,Product Owner,romania,2024-02,,,2,Other,3,25
138,Low Code Developer,romania,2023-07,2024-02,,1,Low-Code/No-Code Development,3,7
139,Full Stack Developer,romania,2024-05,,EXE Software,3,Traditional Software Development,3,22
139,Software Developer,romania,2022-10,2024-05,Talenting Software,2,Traditional Software Development,3,19
139,Computer Operator,romania,2020-11,2020-12,Autoritatea Electorală Permanentă,1,Other,3,1
140,Microsoft365 Power Platform Engineer,romania,2022-02,,NXP Semiconductors,2,Low-Code/No-Code Development,3,49
140,Customer relationship management (CRM) / Enterprise resource planning (ERP) Specialist,romania,2018-11,2022-02,GRAITEC,1,Other,3,39
141,No-Code Developer,romania,2020-12,,RockQ Technologies GmbH,5,Low-Code/No-Code Development,3,63
141,Application Administrator,romania,2020-03,2020-12,Intesa Sanpaolo Bank Romania,4,Other,3,9
141,IT Engineer,romania,2018-08,2020-03,Key Safety Systems,3,Other,3,19
141,Phone Sales Representative,romania,2014-02,2018-08,S.C. SELLSTRONG S.R.L.,2,Other,3,54
141,"Data entry, validation and processing operator",romania,2013-03,2014-01,FinProm s.r.l.,1,Other,3,10
142,Project Manager & Web Apps Dev Coordinator,romania,2021-03,,ADVAHOO,4,Other,6,60
142,Senior Software Engineer,romania,2017-08,2021-03,ADVAHOO,3,Traditional Software Development,4,43
142,Software Engineer,romania,2015-08,2017-08,ADVAHOO,2,Traditional Software Development,3,24
142,Software Developer,romania,2013-06,2013-10,CVU Intelligence,1,Traditional Software Development,3,4
143,Co-founder & No-code Website Specialist (Wix & Wix Studio),romania,2022-06,,Parallax Project,6,Low-Code/No-Code Development,7,45
143,No-code Website Specialist,romania,2022-06,2022-12,Freelance,5,Low-Code/No-Code Development,3,6
143,Group Lead — Physical & Mechanical Testing / Sample Preparation,romania,2019-01,2022-08,PrJSC Ukraingrafit,4,Other,5,43
143,Laboratory Technician — Chemical Analysis,romania,2016-11,2018-12,PrJSC Ukraingrafit,3,Other,0,25
143,Housekeeper,romania,2009-10,2016-10,Hotel Teatralnyy,2,Other,0,84
143,Call operator,romania,2009-08,2009-10,Real estate agency City-Life,1,Other,0,2
144,Power Platform and CRM Developer,romania,2024-08,,Georg Fischer,2,Low-Code/No-Code Development,3,19
144,Power Platform Developer,romania,2023-04,2025-08,NeoGas Grid,1,Low-Code/No-Code Development,3,28
145,Power Platform Developer,romania,2023-12,,Mega Image,6,Low-Code/No-Code Development,3,27
145,Power Platform Developer,romania,2023-06,2023-12,CAPEX.com,5,Low-Code/No-Code Development,3,6
145,Dynamics 365 & Power Platform Developer,romania,2022-12,2023-05,UDS Systems,4,Low-Code/No-Code Development,3,5
145,Power Platform Developer,romania,2022-06,2022-12,Kryvia Development,3,Low-Code/No-Code Development,3,6
145,Engineer,romania,2021-12,2022-06,GENERAL ME.EL ELECTRIC,2,Traditional Software Development,3,6
145,Engineer Intern,romania,2021-07,2021-12,Adient,1,Other,1,5
146,Power Platform Developer,romania,2024-11,,EXE Software,5,Low-Code/No-Code Development,3,16
146,Dynamics CRM Consultant,romania,2018-10,2024-11,LINKSOFT,4,Low-Code/No-Code Development,3,73
146,QA Tester,romania,2017-06,2017-09,Electronic Arts (EA),3,Other,3,3
146,Customer Support Agent,romania,2017-04,2017-06,PTW,2,Other,3,2
146,Intern,romania,2016-06,2016-09,Allianz,1,Other,1,3
147,Power Platform Developer,romania,2023-09,,Atos,3,Low-Code/No-Code Development,3,30
147,PHD Student and associating teacher staff,romania,2022-09,2023-09,Umfst,2,Other,4,12
147,Foreign Language Instructor,romania,2016-10,2023-09,Happy Face Association (Education),1,Other,0,83
148,Power Apps Engineer,romania,2025-11,,Thales,4,Low-Code/No-Code Development,3,4
148,Power Platform Developer,romania,2024-10,2025-11,PEPAS CLOUD,3,Low-Code/No-Code Development,3,13
148,Business Central Developer,romania,2022-12,2024-10,SplashDev Information Technology SRL,2,Traditional Software Development,3,22
148,Data Warehouse Analyst,romania,2022-07,2022-12,BCR,1,Traditional Software Development,3,5
149,Power Platform Developer,romania,2022-05,,CREADO CONCEPT,3,Low-Code/No-Code Development,3,46
149,Sharepoint Administrator,romania,2021-11,2022-05,Atos,2,Other,3,6
149,Internship Trainee,romania,2021-04,2021-07,NTT DATA Romania,1,Other,1,3
150,Power Platform Developer,romania,2025-01,,Automatify,2,Low-Code/No-Code Development,3,14
150,Power Apps Internship,romania,2024-11,2024-12,Automatify,1,Low-Code/No-Code Development,1,1
151,Microsoft Power Platform Developer,romania,2023-09,2025-07,Atos,2,Low-Code/No-Code Development,3,22
151,Purchasing Intern,romania,2023-04,2023-09,HELLA,1,Other,1,5
152,Power Platform Developer,romania,2024,,Atos,2,Low-Code/No-Code Development,3,26
152,Business Intelligence Developer,romania,2020,2022,Continental,1,Traditional Software Development,3,24
153,Software Engineer,sweden,2025-12,,Tieto,3,Traditional Software Development,3,3
153,Software Engineer,sweden,2022-11,2025-11,Tietoevry,2,Traditional Software Development,3,36
153,Master Thesis Student,sweden,2022-01,2022-06,ABB,1,Other,1,5
154,R&D Software Engineer,sweden,2025-01,,ABB,6,Traditional Software Development,3,14
154,Consultant,sweden,2024-05,,HiQ,5,Other,3,22
154,Embedded Software Engineer,sweden,2024-05,2025-01,Epiroc,4,Traditional Software Development,3,8
